"17.03.2012";"08:56:25";0,053;113,380;111,920;104,920;0,057;119,880;119,120;121,600;0,066;117,220;116,060;118,760
"17.03.2012";"09:00:26";0,054;113,460;111,960;105,020;0,055;119,900;119,200;121,720;0,071;117,260;116,120;118,820
"17.03.2012";"09:05:26";0,053;113,520;112,000;105,020;0,054;120,000;119,220;121,700;0,072;117,320;116,120;118,880
"17.03.2012";"09:09:26";0,054;113,520;112,000;105,040;0,057;120,000;119,240;121,660;0,069;117,340;116,180;118,880
"17.03.2012";"09:14:26";0,056;113,600;112,040;105,140;0,055;120,080;119,280;121,700;0,070;117,420;116,280;118,980
"17.03.2012";"09:19:26";0,053;113,640;112,140;105,140;0,057;120,080;119,380;121,700;0,069;117,460;116,360;119,140
"17.03.2012";"09:24:26";0,055;113,700;112,200;105,240;0,057;120,140;119,440;121,820;0,072;117,520;116,380;119,100
"17.03.2012";"09:29:26";0,054;113,780;112,220;105,280;0,054;120,220;119,480;121,860;0,074;117,500;116,400;119,120
"17.03.2012";"09:34:26";0,055;113,780;112,300;105,320;0,054;120,260;119,540;122,020;0,069;117,580;116,500;119,240
"17.03.2012";"09:39:26";0,054;113,860;112,380;105,340;0,057;120,360;119,600;121,940;0,068;117,680;116,520;119,300
"17.03.2012";"09:44:25";0,055;113,860;112,400;105,380;0,055;120,420;119,620;121,940;0,069;117,740;116,700;119,380
"17.03.2012";"09:49:25";0,055;113,940;112,440;105,460;0,054;120,400;119,700;122,040;0,072;117,780;116,620;119,500
"17.03.2012";"09:54:25";0,054;113,940;112,440;105,520;0,056;120,520;119,680;122,140;0,070;117,820;116,780;119,540
"17.03.2012";"09:59:26";0,056;113,980;112,500;105,580;0,055;120,460;119,720;122,240;0,070;117,840;116,760;119,520
"17.03.2012";"10:04:26";0,056;114,000;112,600;105,620;0,057;120,560;119,760;122,260;0,073;117,940;116,820;119,580
"17.03.2012";"10:09:26";0,056;114,060;112,560;105,660;0,055;120,620;119,860;122,180;0,070;118,040;116,880;119,660
"17.03.2012";"10:14:26";0,055;114,100;112,660;105,700;0,056;120,660;119,900;122,440;0,070;118,020;116,860;119,640
"17.03.2012";"10:19:26";0,057;114,160;112,700;105,700;0,055;120,720;119,960;122,440;0,070;118,080;116,860;119,740
"17.03.2012";"10:24:26";0,052;114,200;112,760;105,780;0,054;120,780;119,980;122,420;0,071;118,100;116,960;119,740
"17.03.2012";"10:29:26";0,053;114,200;112,780;105,780;0,055;120,800;120,040;122,500;0,070;118,180;117,060;119,800
"17.03.2012";"10:34:26";0,053;114,280;112,800;105,840;0,054;120,840;120,100;122,320;0,071;118,220;117,080;119,820
"17.03.2012";"10:39:25";0,054;114,080;112,880;105,920;0,053;120,900;120,100;122,460;0,071;118,280;117,080;119,900
"17.03.2012";"10:43:26";0,058;114,020;112,900;105,920;0,056;120,960;120,160;122,540;0,071;118,300;117,120;119,960
"17.03.2012";"10:48:26";0,055;114,140;112,940;105,980;0,056;121,000;120,160;122,740;0,073;118,360;117,180;120,020
"17.03.2012";"10:52:26";0,053;114,200;112,940;105,960;0,055;121,040;120,200;122,600;0,068;118,400;117,220;120,080
"17.03.2012";"10:57:26";0,055;114,200;112,980;106,020;0,057;121,000;120,240;122,540;0,070;118,380;117,220;120,080
